,ticker,time,orderType,investorType,volume,averagePrice,orderCount,prevPriceChange
0,FPT,14:29:55,Buy Up,SHEEP,200,129950.0,2,250.0
1,FPT,14:29:46,Sell Down,SHEEP,1500,129700.0,3,-100.0
2,FPT,14:29:46,Buy Up,SHEEP,800,129800.0,2,0.0
3,FPT,14:29:45,Sell Down,WOLF,2000,129800.0,2,-100.0
4,FPT,14:29:45,Buy Up,SHEEP,200,129900.0,2,-100.0
5,FPT,14:29:34,Sell Down,SHEEP,1400,130000.0,1,-100.0
6,FPT,14:29:34,Buy Up,SHEEP,100,130100.0,1,100.0
7,FPT,14:29:30,Buy Up,SHEEP,200,130000.0,1,0.0
8,FPT,14:29:27,Sell Down,WOLF,2100,130000.0,5,-100.0
9,FPT,14:29:21,Buy Up,SHEEP,200,130100.0,1,100.0
10,FPT,14:29:20,Sell Down,SHEEP,200,130000.0,1,0.0
11,FPT,14:29:18,Sell Down,SHEEP,500,130000.0,1,0.0
12,FPT,14:29:10,Sell Down,WOLF,2000,130000.0,1,-100.0
13,FPT,14:29:09,Buy Up,SHEEP,300,130100.0,1,100.0
14,FPT,14:29:00,Sell Down,SHEEP,200,130000.0,1,0.0
15,FPT,14:28:59,Sell Down,SHEEP,500,130000.0,1,0.0
16,FPT,14:28:50,Sell Down,SHEEP,100,130000.0,1,0.0
17,FPT,14:28:36,Buy Up,SHEEP,100,130000.0,1,0.0
18,FPT,14:28:18,Buy Up,WOLF,2000,130000.0,3,0.0
19,FPT,14:28:12,Sell Down,SHEEP,200,130000.0,1,0.0
20,FPT,14:28:11,Buy Up,SHEEP,200,130000.0,1,0.0
21,FPT,14:28:08,Buy Up,SHEEP,700,130000.0,1,-100.0
22,FPT,14:28:01,Buy Up,WOLF,4600,130100.0,5,0.0
23,FPT,14:27:53,Buy Up,SHEEP,400,130100.0,3,100.0
24,FPT,14:27:53,Sell Down,SHEEP,300,130000.0,2,0.0
25,FPT,14:27:47,Sell Down,WOLF,2800,130000.0,3,0.0
26,FPT,14:27:30,Sell Down,SHEEP,1400,130000.0,2,0.0
27,FPT,14:27:27,Sell Down,SHEEP,1500,130000.0,1,0.0
28,FPT,14:27:26,Sell Down,SHEEP,100,130000.0,1,0.0
29,FPT,14:27:23,Sell Down,SHEEP,600,130000.0,1,0.0
30,FPT,14:27:16,Sell Down,SHEEP,100,130000.0,1,0.0
31,FPT,14:27:13,Sell Down,SHEEP,100,130000.0,1,0.0
32,FPT,14:27:12,Buy Up,WOLF,7300,130000.0,9,400.0
33,FPT,14:27:08,Sell Down,SHEEP,1000,129600.0,1,0.0
34,FPT,14:27:07,Sell Down,SHEEP,500,129600.0,3,-400.0
35,FPT,14:27:03,Buy Up,WOLF,3000,130000.0,6,160.0
36,FPT,14:27:02,Buy Up,WOLF,5000,129840.0,7,240.0
37,FPT,14:27:02,Sell Down,SHEEP,500,129600.0,1,-100.0
38,FPT,14:27:02,Buy Up,SHEEP,500,129700.0,1,0.0
39,FPT,14:27:02,Sell Down,SHEEP,1500,129700.0,2,100.0
40,FPT,14:26:35,Sell Down,SHEEP,400,129600.0,1,0.0
41,FPT,14:26:29,Buy Up,WOLF,2000,129600.0,1,200.0
42,FPT,14:26:16,Sell Down,SHEEP,100,129400.0,1,-160.0
43,FPT,14:26:16,Buy Up,WOLF,5000,129560.0,3,60.0
44,FPT,14:26:13,Buy Up,SHEEP,100,129500.0,1,100.0
45,FPT,14:26:13,Sell Down,SHEEP,100,129400.0,1,-100.0
46,FPT,14:26:10,Buy Up,WOLF,5000,129500.0,3,0.0
47,FPT,14:26:06,Buy Up,WOLF,2000,129500.0,2,160.0
48,FPT,14:25:59,Sell Down,WOLF,2000,129340.0,6,-160.0
49,FPT,14:25:57,Buy Up,SHEEP,100,129500.0,1,110.0
50,FPT,14:25:54,Sell Down,WOLF,3900,129390.0,9,-10.0
51,FPT,14:25:52,Sell Down,SHEEP,800,129400.0,1,0.0
52,FPT,14:25:42,Sell Down,WOLF,2500,129400.0,5,0.0
53,FPT,14:25:36,Buy Up,SHEEP,1500,129400.0,3,100.0
54,FPT,14:25:34,Sell Down,WOLF,5100,129300.0,16,-100.0
55,FPT,14:25:30,Buy Up,SHEEP,100,129400.0,1,0.0
56,FPT,14:25:22,Buy Up,SHEEP,100,129400.0,1,100.0
57,FPT,14:25:18,Sell Down,SHEEP,100,129300.0,1,0.0
58,FPT,14:25:12,Sell Down,WOLF,2000,129300.0,3,0.0
59,FPT,14:25:11,Sell Down,SHEEP,500,129300.0,1,-100.0
60,FPT,14:25:02,Buy Up,SHEEP,500,129400.0,1,0.0
61,FPT,14:24:58,Buy Up,SHEEP,100,129400.0,1,0.0
62,FPT,14:24:55,Buy Up,SHEEP,100,129400.0,1,100.0
63,FPT,14:24:45,Buy Up,SHEEP,100,129300.0,1,0.0
64,FPT,14:24:42,Buy Up,SHEEP,100,129300.0,1,0.0
65,FPT,14:24:37,Buy Up,SHARK,11100,129300.0,2,0.0
66,FPT,14:24:35,Buy Up,SHEEP,1100,129300.0,2,0.0
67,FPT,14:24:33,Sell Down,WOLF,7700,129300.0,17,-100.0
68,FPT,14:24:31,Buy Up,SHEEP,100,129400.0,1,0.0
69,FPT,14:24:28,Buy Up,SHEEP,800,129400.0,1,0.0
70,FPT,14:24:27,Buy Up,SHEEP,100,129400.0,1,100.0
71,FPT,14:24:26,Sell Down,WOLF,2000,129300.0,1,-100.0
72,FPT,14:24:23,Buy Up,WOLF,1700,129400.0,4,100.0
73,FPT,14:24:20,Sell Down,SHEEP,500,129300.0,1,-100.0
74,FPT,14:24:19,Buy Up,SHEEP,100,129400.0,1,0.0
75,FPT,14:24:17,Buy Up,SHEEP,100,129400.0,1,0.0
76,FPT,14:24:13,Buy Up,SHEEP,100,129400.0,1,100.0
77,FPT,14:24:13,Sell Down,WOLF,2500,129300.0,5,-100.0
78,FPT,14:24:09,Buy Up,SHEEP,1100,129400.0,2,0.0
79,FPT,14:24:07,Buy Up,SHEEP,500,129400.0,1,0.0
80,FPT,14:24:03,Buy Up,SHEEP,100,129400.0,1,0.0
81,FPT,14:24:01,Buy Up,WOLF,3100,129400.0,3,0.0
82,FPT,14:23:50,Buy Up,SHEEP,600,129400.0,2,100.0
83,FPT,14:23:41,Sell Down,WOLF,3200,129300.0,12,-100.0
84,FPT,14:23:40,Buy Up,SHEEP,100,129400.0,1,0.0
85,FPT,14:23:37,Buy Up,SHEEP,500,129400.0,1,0.0
86,FPT,14:23:34,Buy Up,WOLF,4100,129400.0,9,0.0
87,FPT,14:23:30,Sell Down,SHARK,8200,129400.0,16,-100.0
88,FPT,14:23:27,Buy Up,SHEEP,300,129500.0,1,100.0
89,FPT,14:23:25,Sell Down,WOLF,6700,129400.0,20,0.0
90,FPT,14:23:24,Sell Down,SHEEP,1500,129400.0,1,-100.0
91,FPT,14:23:19,Buy Up,SHEEP,200,129500.0,2,0.0
92,FPT,14:23:13,Buy Up,SHEEP,600,129500.0,2,0.0
93,FPT,14:23:12,Buy Up,SHEEP,500,129500.0,1,0.0
94,FPT,14:23:07,Sell Down,WOLF,2900,129500.0,4,0.0
95,FPT,14:23:04,Sell Down,SHEEP,1400,129500.0,1,0.0
96,FPT,14:22:53,Sell Down,WOLF,6700,129500.0,4,0.0
97,FPT,14:22:48,Buy Up,SHEEP,100,129500.0,1,0.0
98,FPT,14:22:47,Buy Up,SHEEP,100,129500.0,1,100.0
99,FPT,14:22:43,Sell Down,SHEEP,1000,129400.0,5,0.0
100,FPT,14:22:33,Sell Down,SHEEP,1000,129400.0,2,-100.0
101,FPT,14:22:32,Buy Up,WOLF,2300,129500.0,3,100.0
102,FPT,14:22:21,Sell Down,SHEEP,400,129400.0,3,-100.0
103,FPT,14:22:18,Buy Up,SHEEP,100,129500.0,1,40.0
104,FPT,14:22:09,Sell Down,SHARK,7800,129460.0,22,-140.0
105,FPT,14:22:09,Buy Up,SHEEP,1000,129600.0,1,100.0
106,FPT,14:22:08,Sell Down,WOLF,3000,129500.0,2,0.0
107,FPT,14:22:06,Sell Down,WOLF,1600,129500.0,1,0.0
108,FPT,14:22:04,Sell Down,SHARK,15400,129500.0,37,-100.0
109,FPT,14:22:04,Buy Up,SHEEP,100,129600.0,1,100.0
110,FPT,14:21:49,Sell Down,WOLF,5400,129500.0,5,-100.0
111,FPT,14:21:49,Buy Up,SHEEP,800,129600.0,2,100.0
112,FPT,14:21:48,Sell Down,SHEEP,200,129500.0,1,0.0
113,FPT,14:21:37,Sell Down,WOLF,5400,129500.0,6,-100.0
114,FPT,14:21:33,Buy Up,SHEEP,200,129600.0,2,0.0
115,FPT,14:21:28,Buy Up,SHEEP,900,129600.0,2,90.0
116,FPT,14:21:22,Sell Down,WOLF,5400,129510.0,9,-90.0
117,FPT,14:21:20,Sell Down,SHEEP,400,129600.0,1,0.0
118,FPT,14:21:19,Buy Up,SHEEP,100,129600.0,1,0.0
119,FPT,14:21:17,Buy Up,SHEEP,1100,129600.0,2,0.0
120,FPT,14:21:12,Buy Up,WOLF,3200,129600.0,2,0.0
121,FPT,14:21:08,Buy Up,SHEEP,100,129600.0,1,0.0
122,FPT,14:21:07,Buy Up,SHEEP,500,129600.0,1,-100.0
123,FPT,14:20:55,Buy Up,SHEEP,100,129700.0,1,0.0
124,FPT,14:20:51,Sell Down,SHEEP,200,129700.0,2,-100.0
125,FPT,14:20:50,Buy Up,SHEEP,100,129800.0,1,0.0
126,FPT,14:20:49,Buy Up,SHEEP,100,129800.0,1,0.0
127,FPT,14:20:39,Buy Up,SHEEP,200,129800.0,1,0.0
128,FPT,14:20:37,Buy Up,SHEEP,500,129800.0,1,250.0
129,FPT,14:20:36,Sell Down,SHARK,65000,129550.0,78,-250.0
130,FPT,14:20:35,Buy Up,SHEEP,100,129800.0,1,0.0
131,FPT,14:20:31,Buy Up,SHEEP,100,129800.0,1,100.0
132,FPT,14:20:31,Sell Down,WOLF,4900,129700.0,4,-100.0
133,FPT,14:20:24,Buy Up,SHEEP,500,129800.0,1,100.0
134,FPT,14:20:24,Sell Down,SHEEP,500,129700.0,3,-100.0
135,FPT,14:20:22,Buy Up,WOLF,1700,129800.0,1,0.0
136,FPT,14:20:18,Buy Up,WOLF,3300,129800.0,2,0.0
137,FPT,14:20:12,Buy Up,SHEEP,100,129800.0,1,0.0
138,FPT,14:20:10,Buy Up,SHEEP,200,129800.0,1,100.0
139,FPT,14:20:05,Sell Down,SHEEP,100,129700.0,1,-100.0
140,FPT,14:19:58,Buy Up,SHEEP,800,129800.0,1,0.0
141,FPT,14:19:54,Buy Up,SHEEP,200,129800.0,1,100.0
142,FPT,14:19:48,Sell Down,SHEEP,200,129700.0,1,0.0
143,FPT,14:19:42,Sell Down,SHEEP,100,129700.0,1,-100.0
144,FPT,14:19:37,Buy Up,SHEEP,200,129800.0,2,0.0
145,FPT,14:19:29,Buy Up,WOLF,5000,129800.0,1,0.0
146,FPT,14:19:05,Buy Up,SHEEP,800,129800.0,2,100.0
147,FPT,14:19:02,Sell Down,SHEEP,200,129700.0,1,0.0
148,FPT,14:19:01,Sell Down,SHEEP,800,129700.0,2,0.0
149,FPT,14:19:01,Buy Up,SHEEP,100,129700.0,1,0.0
150,FPT,14:18:57,Buy Up,SHEEP,200,129700.0,1,0.0
151,FPT,14:18:55,Sell Down,SHEEP,400,129700.0,2,0.0
152,FPT,14:18:53,Buy Up,SHEEP,200,129700.0,2,0.0
153,FPT,14:18:51,Buy Up,SHEEP,100,129700.0,1,0.0
154,FPT,14:18:48,Buy Up,WOLF,5000,129700.0,3,0.0
155,FPT,14:18:47,Buy Up,SHEEP,100,129700.0,1,0.0
156,FPT,14:18:43,Buy Up,SHEEP,1000,129700.0,1,0.0
157,FPT,14:18:40,Buy Up,WOLF,2000,129700.0,1,0.0
158,FPT,14:18:26,Buy Up,SHEEP,100,129700.0,1,0.0
159,FPT,14:18:12,Buy Up,SHEEP,700,129700.0,1,0.0
160,FPT,14:18:01,Buy Up,SHEEP,100,129700.0,1,100.0
161,FPT,14:17:58,Sell Down,SHEEP,400,129600.0,1,-100.0
162,FPT,14:17:58,Buy Up,SHEEP,300,129700.0,1,0.0
163,FPT,14:17:52,Buy Up,SHEEP,100,129700.0,1,0.0
164,FPT,14:17:48,Buy Up,SHEEP,100,129700.0,1,0.0
165,FPT,14:17:42,Buy Up,SHEEP,100,129700.0,1,0.0
166,FPT,14:17:26,Buy Up,SHEEP,500,129700.0,1,0.0
167,FPT,14:17:19,Buy Up,SHEEP,900,129700.0,2,0.0
168,FPT,14:17:01,Buy Up,SHEEP,500,129700.0,1,100.0
169,FPT,14:16:58,Sell Down,WOLF,1700,129600.0,10,-100.0
170,FPT,14:16:58,Buy Up,SHEEP,100,129700.0,1,100.0
171,FPT,14:16:54,Sell Down,WOLF,2800,129600.0,3,0.0
172,FPT,14:16:51,Sell Down,WOLF,2000,129600.0,1,-100.0
173,FPT,14:16:46,Buy Up,SHEEP,100,129700.0,1,0.0
174,FPT,14:16:42,Buy Up,SHEEP,100,129700.0,1,0.0
175,FPT,14:16:40,Buy Up,SHEEP,100,129700.0,1,0.0
176,FPT,14:16:33,Buy Up,SHEEP,200,129700.0,1,0.0
177,FPT,14:16:27,Buy Up,SHEEP,800,129700.0,1,100.0
178,FPT,14:16:26,Sell Down,SHEEP,600,129600.0,1,0.0
179,FPT,14:16:22,Sell Down,SHEEP,500,129600.0,1,-100.0
180,FPT,14:16:18,Buy Up,SHEEP,200,129700.0,1,0.0
181,FPT,14:16:04,Buy Up,SHEEP,500,129700.0,1,0.0
182,FPT,14:16:03,Buy Up,SHEEP,200,129700.0,1,100.0
183,FPT,14:15:58,Sell Down,WOLF,2100,129600.0,2,-200.0
184,FPT,14:15:52,Buy Up,SHEEP,300,129800.0,2,100.0
185,FPT,14:15:52,Sell Down,WOLF,3500,129700.0,9,-100.0
186,FPT,14:15:33,Buy Up,SHEEP,1300,129800.0,3,0.0
187,FPT,14:15:23,Buy Up,SHEEP,100,129800.0,1,0.0
188,FPT,14:15:15,Buy Up,SHEEP,100,129800.0,1,0.0
189,FPT,14:15:08,Buy Up,SHEEP,100,129800.0,1,0.0
190,FPT,14:14:58,Buy Up,SHEEP,400,129800.0,1,100.0
191,FPT,14:14:44,Sell Down,SHEEP,1000,129700.0,2,0.0
192,FPT,14:14:42,Sell Down,SHEEP,1200,129700.0,2,0.0
193,FPT,14:14:37,Buy Up,SHEEP,800,129700.0,1,100.0
194,FPT,14:14:32,Sell Down,SHEEP,100,129600.0,1,0.0
195,FPT,14:14:22,Sell Down,SHEEP,500,129600.0,1,0.0
196,FPT,14:14:20,Buy Up,WOLF,2700,129600.0,6,0.0
197,FPT,14:14:18,Buy Up,SHEEP,100,129600.0,1,0.0
198,FPT,14:14:13,Buy Up,SHEEP,900,129600.0,1,0.0
199,FPT,14:14:06,Buy Up,SHEEP,100,129600.0,1,100.0
200,FPT,14:14:04,Sell Down,SHEEP,200,129500.0,1,-100.0
201,FPT,14:14:02,Buy Up,SHEEP,200,129600.0,1,100.0
202,FPT,14:13:56,Sell Down,SHEEP,1000,129500.0,3,0.0
203,FPT,14:13:51,Sell Down,SHEEP,500,129500.0,3,-100.0
204,FPT,14:13:48,Buy Up,SHEEP,600,129600.0,1,0.0
205,FPT,14:13:45,Buy Up,SHEEP,400,129600.0,1,0.0
206,FPT,14:13:43,Buy Up,SHEEP,200,129600.0,1,0.0
207,FPT,14:13:38,Buy Up,SHEEP,1500,129600.0,1,0.0
208,FPT,14:13:32,Buy Up,SHEEP,1300,129600.0,4,0.0
209,FPT,14:13:30,Sell Down,SHEEP,600,129600.0,2,0.0
210,FPT,14:13:28,Sell Down,WOLF,4000,129600.0,14,0.0
211,FPT,14:13:27,Sell Down,SHEEP,100,129600.0,1,0.0
212,FPT,14:13:26,Sell Down,WOLF,3000,129600.0,1,0.0
213,FPT,14:13:24,Sell Down,WOLF,5000,129600.0,17,-100.0
214,FPT,14:13:24,Buy Up,SHEEP,100,129700.0,1,100.0
215,FPT,14:13:18,Sell Down,SHARK,11500,129600.0,11,-100.0
216,FPT,14:13:17,Buy Up,SHEEP,200,129700.0,1,100.0
217,FPT,14:13:14,Sell Down,SHARK,10000,129600.0,7,-100.0
218,FPT,14:13:08,Buy Up,SHEEP,100,129700.0,1,0.0
219,FPT,14:13:07,Buy Up,SHEEP,100,129700.0,1,100.0
220,FPT,14:13:04,Sell Down,SHEEP,1400,129600.0,3,-100.0
221,FPT,14:12:59,Buy Up,SHEEP,1000,129700.0,2,0.0
222,FPT,14:12:55,Buy Up,SHARK,9500,129700.0,14,0.0
223,FPT,14:12:47,Sell Down,SHEEP,1500,129700.0,4,0.0
224,FPT,14:12:40,Sell Down,SHEEP,200,129700.0,1,0.0
225,FPT,14:12:36,Sell Down,SHEEP,100,129700.0,1,-100.0
226,FPT,14:12:36,Buy Up,SHEEP,100,129800.0,1,100.0
227,FPT,14:12:32,Sell Down,WOLF,4900,129700.0,2,0.0
228,FPT,14:12:29,Buy Up,SHEEP,600,129700.0,1,0.0
229,FPT,14:12:26,Buy Up,SHEEP,200,129700.0,2,0.0
230,FPT,14:12:20,Buy Up,SHEEP,1000,129700.0,1,0.0
231,FPT,14:12:17,Buy Up,SHEEP,1000,129700.0,1,0.0
232,FPT,14:12:15,Buy Up,SHEEP,200,129700.0,2,0.0
233,FPT,14:12:14,Buy Up,SHEEP,200,129700.0,1,0.0
234,FPT,14:12:13,Sell Down,SHARK,12400,129700.0,12,-100.0
235,FPT,14:12:12,Buy Up,SHEEP,500,129800.0,1,100.0
236,FPT,14:12:12,Sell Down,WOLF,2000,129700.0,1,-100.0
237,FPT,14:12:07,Buy Up,WOLF,2000,129800.0,1,100.0
238,FPT,14:12:07,Sell Down,SHARK,10000,129700.0,32,-100.0
239,FPT,14:12:05,Buy Up,SHEEP,100,129800.0,1,0.0
240,FPT,14:12:02,Buy Up,SHEEP,100,129800.0,1,0.0
241,FPT,14:11:57,Buy Up,SHEEP,800,129800.0,2,100.0
242,FPT,14:11:56,Sell Down,SHEEP,900,129700.0,4,0.0
243,FPT,14:11:47,Sell Down,WOLF,5500,129700.0,10,0.0
244,FPT,14:11:35,Sell Down,SHEEP,200,129700.0,1,-100.0
245,FPT,14:11:23,Buy Up,SHEEP,100,129800.0,1,0.0
246,FPT,14:11:21,Buy Up,SHEEP,100,129800.0,1,0.0
247,FPT,14:11:09,Buy Up,SHEEP,100,129800.0,1,0.0
248,FPT,14:11:07,Buy Up,SHEEP,300,129800.0,1,0.0
249,FPT,14:11:06,Buy Up,WOLF,5000,129800.0,1,0.0
250,FPT,14:10:59,Buy Up,SHEEP,300,129800.0,2,0.0
251,FPT,14:10:57,Buy Up,SHEEP,600,129800.0,1,0.0
252,FPT,14:10:53,Buy Up,SHEEP,100,129800.0,1,-100.0
253,FPT,14:10:41,Buy Up,SHEEP,200,129900.0,1,-10.0
254,FPT,14:10:29,Buy Up,SHEEP,1100,129910.0,4,10.0
255,FPT,14:10:10,Buy Up,SHEEP,700,129900.0,2,100.0
256,FPT,14:10:03,Sell Down,SHARK,57600,129800.0,99,-100.0
257,FPT,14:09:40,Sell Down,WOLF,5000,129900.0,8,-100.0
258,FPT,14:09:37,Buy Up,SHEEP,200,130000.0,1,0.0
259,FPT,14:09:18,Buy Up,SHEEP,1200,130000.0,2,0.0
260,FPT,14:09:00,Buy Up,SHEEP,100,130000.0,1,0.0
261,FPT,14:08:55,Buy Up,WOLF,5000,130000.0,1,0.0
262,FPT,14:08:54,Buy Up,SHEEP,300,130000.0,1,0.0
263,FPT,14:08:54,Sell Down,WOLF,2000,130000.0,6,0.0
264,FPT,14:08:41,Sell Down,SHEEP,100,130000.0,1,0.0
265,FPT,14:08:35,Sell Down,WOLF,1700,130000.0,1,0.0
266,FPT,14:08:30,Buy Up,SHEEP,100,130000.0,1,0.0
267,FPT,14:08:29,Buy Up,SHEEP,100,130000.0,1,0.0
268,FPT,14:08:24,Buy Up,SHEEP,800,130000.0,1,0.0
269,FPT,14:08:23,Buy Up,SHEEP,500,130000.0,2,0.0
270,FPT,14:08:20,Buy Up,SHEEP,500,130000.0,1,0.0
271,FPT,14:08:12,Buy Up,SHEEP,300,130000.0,1,0.0
272,FPT,14:08:11,Buy Up,SHEEP,100,130000.0,1,0.0
273,FPT,14:08:05,Buy Up,SHEEP,800,130000.0,1,0.0
274,FPT,14:08:05,Sell Down,WOLF,4100,130000.0,8,-100.0
275,FPT,14:07:49,Buy Up,SHEEP,100,130100.0,1,70.0
276,FPT,14:07:32,Buy Up,WOLF,2300,130030.0,3,30.0
277,FPT,14:07:29,Sell Down,SHARK,8500,130000.0,9,0.0
278,FPT,14:07:22,Buy Up,SHEEP,300,130000.0,3,0.0
279,FPT,14:07:17,Buy Up,SHEEP,200,130000.0,1,0.0
280,FPT,14:07:15,Buy Up,SHEEP,500,130000.0,1,0.0
281,FPT,14:07:13,Buy Up,SHEEP,100,130000.0,1,0.0
282,FPT,14:07:11,Buy Up,WOLF,1600,130000.0,2,0.0
283,FPT,14:07:09,Buy Up,WOLF,2000,130000.0,1,0.0
284,FPT,14:07:07,Buy Up,SHEEP,700,130000.0,2,0.0
285,FPT,14:07:05,Buy Up,SHEEP,400,130000.0,2,0.0
286,FPT,14:07:02,Buy Up,SHEEP,100,130000.0,1,0.0
287,FPT,14:07:00,Buy Up,SHEEP,100,130000.0,1,0.0
288,FPT,14:06:59,Buy Up,SHEEP,1100,130000.0,2,0.0
289,FPT,14:06:56,Buy Up,SHEEP,600,130000.0,2,0.0
290,FPT,14:06:54,Buy Up,SHEEP,100,130000.0,1,0.0
291,FPT,14:06:50,Buy Up,SHEEP,1200,130000.0,3,0.0
292,FPT,14:06:43,Buy Up,SHEEP,100,130000.0,1,0.0
293,FPT,14:06:40,Buy Up,SHEEP,1000,130000.0,2,0.0
294,FPT,14:06:38,Buy Up,SHEEP,800,130000.0,2,0.0
295,FPT,14:06:27,Buy Up,SHEEP,100,130000.0,1,0.0
296,FPT,14:06:25,Buy Up,SHEEP,100,130000.0,1,0.0
297,FPT,14:06:23,Buy Up,WOLF,5100,130000.0,2,0.0
298,FPT,14:06:13,Buy Up,SHEEP,100,130000.0,1,0.0
299,FPT,14:06:00,Buy Up,WOLF,2000,130000.0,1,100.0
300,FPT,14:05:57,Sell Down,SHEEP,100,129900.0,1,-100.0
301,FPT,14:05:53,Buy Up,SHEEP,100,130000.0,1,0.0
302,FPT,14:05:47,Buy Up,WOLF,2000,130000.0,2,0.0
303,FPT,14:05:46,Buy Up,SHEEP,1000,130000.0,3,0.0
304,FPT,14:05:44,Buy Up,SHEEP,900,130000.0,2,0.0
305,FPT,14:05:32,Buy Up,SHEEP,800,130000.0,1,100.0
306,FPT,14:05:25,Sell Down,SHEEP,100,129900.0,1,-100.0
307,FPT,14:05:25,Buy Up,SHEEP,100,130000.0,1,0.0
308,FPT,14:05:15,Buy Up,SHEEP,1000,130000.0,1,0.0
309,FPT,14:05:11,Buy Up,WOLF,1800,130000.0,4,0.0
310,FPT,14:05:09,Buy Up,SHEEP,600,130000.0,2,0.0
311,FPT,14:05:07,Buy Up,WOLF,7000,130000.0,1,0.0
312,FPT,14:05:00,Buy Up,SHEEP,100,130000.0,1,0.0
313,FPT,14:04:55,Buy Up,SHEEP,100,130000.0,1,0.0
314,FPT,14:04:49,Buy Up,SHEEP,200,130000.0,1,0.0
315,FPT,14:04:33,Buy Up,SHEEP,100,130000.0,1,100.0
316,FPT,14:04:28,Buy Up,SHEEP,100,129900.0,1,0.0
317,FPT,14:04:27,Buy Up,SHEEP,1000,129900.0,1,0.0
318,FPT,14:04:24,Buy Up,SHEEP,100,129900.0,1,0.0
319,FPT,14:04:23,Buy Up,SHEEP,1000,129900.0,1,0.0
320,FPT,14:04:20,Buy Up,SHEEP,100,129900.0,1,0.0
321,FPT,14:04:18,Buy Up,SHEEP,200,129900.0,2,0.0
322,FPT,14:04:16,Buy Up,SHEEP,100,129900.0,1,0.0
323,FPT,14:04:08,Buy Up,SHEEP,300,129900.0,1,0.0
324,FPT,14:04:02,Sell Down,SHARK,21300,129900.0,15,0.0
325,FPT,14:03:56,Sell Down,SHEEP,200,129900.0,1,0.0
326,FPT,14:03:43,Sell Down,SHARK,20000,129900.0,4,0.0
327,FPT,14:03:33,Sell Down,SHEEP,200,129900.0,1,0.0
328,FPT,14:03:30,Sell Down,SHEEP,200,129900.0,1,-100.0
329,FPT,14:03:07,Buy Up,SHEEP,200,130000.0,1,0.0
330,FPT,14:03:04,Buy Up,SHEEP,100,130000.0,1,0.0
331,FPT,14:03:01,Buy Up,SHEEP,800,130000.0,1,0.0
332,FPT,14:02:57,Buy Up,SHEEP,500,130000.0,1,0.0
333,FPT,14:02:51,Buy Up,SHEEP,1000,130000.0,1,0.0
334,FPT,14:02:44,Buy Up,WOLF,5000,130000.0,1,0.0
